,case_ids,xml_path,image_paths
127,ccr181301082,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1813.01082.002.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1082_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1082_002.tif||
128,ccr183406876,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1834.06876.008.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6876_008.tif||
129,ccr183206763,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1832.06763.007.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6763_005.tif||
130,ccr182805546,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1828.05546.020.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5546_008.tif||
131,ccr181402729,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1814.02729.009.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/2729_009.tif||
132,ccr183206759,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1832.06759.009.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6759_001.tif||
133,ccr184406805,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06805.046.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_043.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_046.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_045.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_044.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6805_033.tif||
134,ccr181401093,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1814.01093.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1093_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1093_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1093_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1093_004.tif||
135,ccr184106850,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1841.06850.040.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6850_008.tif||
136,ccr182805567,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1828.05567.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5567_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5567_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5567_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5567_002.tif||
137,ccr184206853,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1842.06853.014.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6853_008.tif||
138,ccr182901163,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1829.01163.046.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_043.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_046.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_045.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_044.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1163_033.tif||
139,ccr184506810,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1845.06810.014.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6810_002.tif||
140,ccr184406861,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06861.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6861_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6861_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6861_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6861_001.tif||
141,ccr184406860,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06860.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6860_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6860_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6860_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6860_004.tif||
142,ccr184906883,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1849.06883.012.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6883_008.tif||
143,ccr184406797,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06797.040.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_033.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6797_040.tif||
144,ccr183527375,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1835.27375.012.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/27375_009.tif||
145,ccr182103156,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1821.03156.033.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3156_033.tif||
146,ccr184506818,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1845.06818.011.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6818_010.tif||
